No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
436,B+C+侦探【1.2】, 2.90 GiB,1280 * 720, 1h 49mn,3789 Kbps,B+C+侦探【1.2】,,C+侦探.The.Detective.2007.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
437,上海正午【1.2】, 6.18 GiB,1280 * 546, 1h 54mn,7727 Kbps,Shanghai.Knights.2003.Blu-Ray.720p.AC3.x264-beAst,,Shanghai.Knights.2003.Blu-Ray.720p.AC3.x264-beAst.mkv
438,上海正午【1.2】, 5.86 GiB,1280 * 546, 1h 50mn,7598 Kbps,Shanghai.Noon.2000.Blu-Ray.720p.AC3.x264-beAst,,Shanghai.Noon.2000.Blu-Ray.720p.AC3.x264-beAst.mkv
439,上海皇帝【1.2】, 702 MiB,720 * 368, 47mn 33s,2065 Kbps,[上海皇帝之岁月风云].Lord.of.East.China.Sea.1992.DVDRip.X264.AC3-tdw9430,,[上海皇帝之岁月风云].Lord.of.East.China.Sea.1992.DVDRip.X264.AC3.CD1-tdw9430.mkv
440,上海皇帝【1.2】, 701 MiB,720 * 368, 45mn 27s,2155 Kbps,[上海皇帝之岁月风云].Lord.of.East.China.Sea.1992.DVDRip.X264.AC3-tdw9430,,[上海皇帝之岁月风云].Lord.of.East.China.Sea.1992.DVDRip.X264.AC3.CD2-tdw9430.mkv
441,上海皇帝【1.2】, 699 MiB,720 * 368, 48mn 58s,1995 Kbps,[上海皇帝之岁月风云].Lord.of.East.China.Sea.1992.DVDRip.X264.AC3-tdw9430,,[上海皇帝之岁月风云].Lord.of.East.China.Sea.1992.DVDRip.X264.AC3.CD3-tdw9430.mkv
442,上海皇帝【1.2】, 702 MiB,720 * 368, 49mn 11s,1994 Kbps,[上海皇帝之雄霸天下].Lord.of.East.China.Sea.2.1993.DVDRip.X264.AC3-tdw9430,,[上海皇帝之雄霸天下].Lord.of.East.China.Sea.2.1993.DVDRip.X264.AC3.CD1-tdw9430.mkv
443,上海皇帝【1.2】, 699 MiB,720 * 368, 49mn 34s,1973 Kbps,[上海皇帝之雄霸天下].Lord.of.East.China.Sea.2.1993.DVDRip.X264.AC3-tdw9430,,[上海皇帝之雄霸天下].Lord.of.East.China.Sea.2.1993.DVDRip.X264.AC3.CD2-tdw9430.mkv
444,东方三侠【1.2】, 2.79 GiB,904 * 480, 1h 25mn,4657 Kbps,东方三侠.The.Heroic.Trio.1993.DVDRip.x264.AC3.2Audios-CMCT,,[东方三侠].The.Heroic.Trio.1993.DVDRip.x264.AC3.2Audios-CMCT.mkv
445,东方三侠【1.2】, 2.60 GiB,892 * 480, 1h 37mn,3814 Kbps,现代豪侠传.Executioners.1993.DVDRip.x264.AC3.2Audios-CMCT,,[现代豪侠传].Executioners.1993.DVDRip.x264.AC3.2Audios-CMCT.mkv
446,举起手来【1.2】, 1.08 GiB,1280 * 724, 1h 31mn,1655 Kbps,举起手来【1.2】,,[迅雷下载www.XunBo.Cc]举起手来2之追击阿多丸.HD1280高清国语中字.rmvb
447,举起手来【1.2】, 4.37 GiB,1280 * 720, 1h 27mn,7194 Kbps,举起手来【1.2】,,举起手来1鬼子进村.mkv
448,五亿探长雷洛传【1.2】, 3.50 GiB,1280 * 720, 1h 51mn,4502 Kbps,五亿探长雷洛传【1.2】,,[五亿探长雷洛传2：父子情仇]Lee.Rock.II.1991.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
449,五亿探长雷洛传【1.2】, 4.00 GiB,1280 * 720, 2h 8mn,4467 Kbps,五亿探长雷洛传【1.2】,,[五亿探长雷洛传：雷老虎]Lee.Rock.1991.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
450,倩女幽魂【1.2.3】, 2.60 GiB,1280 * 720, 1h 35mn,3899 Kbps,倩女幽魂【1.2.3】,,倩女幽魂1_张国荣.王祖贤主演.1987.高清版.mkv
451,倩女幽魂【1.2.3】, 2.80 GiB,1280 * 720, 1h 49mn,3680 Kbps,倩女幽魂【1.2.3】,,倩女幽魂2.人间道_张国荣.王祖贤主演.1991.高清版.mkv
452,倩女幽魂【1.2.3】, 2.60 GiB,1280 * 720, 1h 42mn,3624 Kbps,倩女幽魂【1.2.3】,,倩女幽魂Ⅱ A.Chinese.Ghost.Story.Ⅱ.1990.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
453,僵尸先生【1.2.3.4.5.6】, 3.01 GiB,1280 * 720, 1h 37mn,4422 Kbps,Mr.Vampire.1.1985.BluRay.720p.x264.2Audios.AC3-CnSCG,,Mr.Vampire.1.1985.BluRay.720p.x264.2Audios.AC3-CnSCG.mkv
454,僵尸先生【1.2.3.4.5.6】, 2.33 GiB,1280 * 720, 1h 29mn,3740 Kbps,Mr.Vampire.2.1986.BluRay.720px.264.2Audios.AC3-CnSCG,,Mr.Vampire.2.1986.BluRay.720px.264.2Audios.AC3-CnSCG.mkv
455,僵尸先生【1.2.3.4.5.6】, 2.41 GiB,1280 * 720, 1h 33mn,3705 Kbps,Mr.Vampire.3.1987.BluRay.720p.x264.2Audios.AC3-CnSCG,,Mr.Vampire.3.1987.BluRay.720p.x264.2Audios.AC3-CnSCG.mkv
456,僵尸先生【1.2.3.4.5.6】, 2.81 GiB,1280 * 720, 1h 33mn,4298 Kbps,Mr.Vampire.4.1988.BluRay.720p.x264.2Audios.AC3-CnSCG,,Mr.Vampire.4.1988.BluRay.720p.x264.2Audios.AC3-CnSCG.mkv
457,僵尸先生【1.2.3.4.5.6】, 1.36 GiB,784 * 432, 1h 27mn,2215 Kbps,僵尸先生5：驱魔警察.Mr.Vampire.5.1990.DVD9.X264.2Audio.AAC,,僵尸先生5：驱魔警察.Mr.Vampire.5.1990.DVD9.X264.2Audio.AAC.mkv
458,僵尸先生【1.2.3.4.5.6】, 4.04 GiB,720 * 576, 1h 28mn,6523 Kbps,僵尸先生6：新僵尸先生.Mr.Vampire.6.1992.DVD9.X264.2Audio.AAC,,僵尸先生6：新僵尸先生.Mr.Vampire.6.1992.DVD9.X264.2Audio.AAC.mkv
459,千机变【1.2】, 2.20 GiB,1280 * 672, 1h 45mn,2969 Kbps,[2011.07.03]千机变2：花都大战[2004年中国奇幻动作(MKV)]（帝国出品）,,千机变2：花都大战.Chin.gei.bin.2-Fa.dou.daai.jin.2004.720p.BluRay.x264.AC3-CNXP.mkv
460,千机变【1.2】, 2.19 GiB,1280 * 720, 1h 42mn,3066 Kbps,千机变【1.2】,,HDJ.The.Twins.Effect.2003.HDTV.720p.x264.AC3-CnSCG.mkv
461,卧虎藏龙【1.2】, 2.48 GiB,1920 * 800, 2h 0mn,2954 Kbps,Crouching Tiger, Hidden Dragon 2000 (1080p Bluray x265 HEVC 10bit AAC 5.1 Chinese Tigole),,Crouching Tiger, Hidden Dragon 2000 (1080p x265 10bit Tigole).mkv
462,卧虎藏龙【1.2】, 4.37 GiB,1280 * 536, 1h 42mn,6101 Kbps,Crouching.Tiger.Hidden.Dragon.Sword.of.Destiny.2016.720p.BluRay.x264-WiKi,,Crouching.Tiger.Hidden.Dragon.Sword.of.Destiny.2016.720p.BluRay.x264-WiKi.mkv
463,卫斯理【1.2.3.4.5】, 1.35 GiB,720 * 384, 1h 24mn,2279 Kbps,卫斯理之老猫.The.1000.Years.Cat.1992.DVDRip.X264.AC3-ken861222,,[卫斯理之老猫].The.1000.Years.Cat.1992.DVDRip.X264.AC3-ken861222.mkv
464,卫斯理【1.2.3.4.5】, 3.00 GiB,1280 * 720, 1h 27mn,4930 Kbps,卫斯理之蓝血人.The.Wesley's.Mysterious.File.2002.BluRay.720p.x264.AC3.2Audios-CMCT,,[卫斯理之蓝血人].The.Wesley's.Mysterious.File.2002.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
465,卫斯理【1.2.3.4.5】, 699 MiB,624 * 336, 1h 36mn,1007 Kbps,卫斯理之霸王卸甲.Bury.Me.High.1991.2Audio.DVDRip.X264.AAC.iNT-HKDY,,[卫斯理之霸王卸甲].Bury.Me.High.1991.2Audio.DVDRip.X264.AAC.iNT-HKDY.mkv
466,卫斯理【1.2.3.4.5】, 2.40 GiB,1280 * 720, 1h 28mn,3873 Kbps,卫斯理传奇.The.Legend.of.Wisely.1987.BluRay.720p.x264.AC3.2Audios-CMCT,,[卫斯理传奇(国粤双语)].The.Legend.of.Wisely.1987.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
467,卫斯理【1.2.3.4.5】, 1.33 GiB,720 * 384, 1h 17mn,2450 Kbps,原振侠与卫斯理.The.Seventh.Curse.1986.DVDRip.X264.AC3-ken861222,,[原振侠与卫斯理].The.Seventh.Curse.1986.DVDRip.X264.AC3-ken861222(ED2000.COM).mkv
468,叶问【1.2.3.4】, 4.37 GiB,1280 * 544, 1h 44mn,5976 Kbps,Ip.Man.3.2015.720p.BluRay.x264-WiKi,,Ip.Man.3.2015.720p.BluRay.x264-WiKi.mkv
469,叶问【1.2.3.4】, 2.60 GiB,1280 * 720, 1h 46mn,3499 Kbps,叶问.Ip.Man.2008.720p.BluRay.x264.AC3-CNXP,,叶问.Ip.Man.2008.720p.BluRay.x264.AC3-CNXP.mkv
470,叶问【1.2.3.4】, 6.54 GiB,1280 * 544, 1h 47mn,8685 Kbps,叶问2.Ip.Man.2.2010.BluRay.720p.DTS.x264-CHD,,Ip.Man.2.2010.BluRay.720p.DTS.x264-CHD.mkv
471,叶问【1.2.3.4】, 5.00 GiB,1280 * 538, 1h 40mn,7147 Kbps,叶问终极一战.Ip.Man.The.Final.Fight.2013.BluRay.720p.DTS.2Audio.x264-CHD,,Ip.Man.The.Final.Fight.2013.BluRay.720p.DTS.2Audio.x264-CHD.mkv
472,四大名捕【1.2.3】, 4.36 GiB,1280 * 544, 1h 46mn,5847 Kbps,The.Four.3.2014.720p.BluRay.x264-WiKi,,The.Four.3.2014.720p.BluRay.x264-WiKi.mkv
473,四大名捕【1.2.3】, 3.80 GiB,1280 * 720, 1h 57mn,4641 Kbps,[四大名捕2(国粤)]The.Four.2.2013.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3.8G],,[四大名捕2(国粤)]The.Four.2.2013.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3.8G].mkv
474,四大名捕【1.2.3】, 3.18 GiB,1280 * 720, 2h 11mn,3462 Kbps,四大名捕 The.Four.2012.720p.BluRay.x264.2Audio.AC3-CnSCG,,四大名捕 The.Four.2012.720p.BluRay.x264.2Audio.AC3-CnSCG.mkv
475,大话西游【1.2】, 4.38 GiB,1280 * 720, 1h 28mn,7100 Kbps,A.Chinese.Odyssey.Part.I.Pandoras.Box.1994.BluRay.720p.x264.DTS-WiKi,,A.Chinese.Odyssey.Part.I.Pandoras.Box.1994.BluRay.720p.x264.DTS-WiKi.mkv
476,大话西游【1.2】, 4.37 GiB,1280 * 704, 1h 39mn,6279 Kbps,A.Chinese.Odyssey.Part.II.Cinderella.1994.BluRay.720p.x264.DTS-WiKi,,A.Chinese.Odyssey.Part.II.Cinderella.1994.BluRay.720p.x264.DTS-WiKi.mkv
477,天若有情三部曲【1.2.3】, 1.36 GiB,720 * 368, 1h 28mn,2210 Kbps,天若有情三部曲【1.2.3】,,[天若有情1追梦人(国粤双语)].A.Moment.of.Romance.I.1990.DVDrip.x264.AC3.2Audios-CMCT.mkv
478,天若有情三部曲【1.2.3】, 1.36 GiB,720 * 400, 1h 28mn,2218 Kbps,天若有情三部曲【1.2.3】,,[天若有情2天长地久(国粤双语)].A.Moment.of.Romance.II.1992.DVDrip.x264.AC3.2Audios-CMCT.mkv
479,天若有情三部曲【1.2.3】, 1.36 GiB,720 * 304, 1h 35mn,2041 Kbps,天若有情三部曲【1.2.3】,,[天若有情3烽火佳人(国粤双语)].A.Moment.of.Romance.III.1997.DVDrip.x264.AC3.2Audios-CMCT.mkv
480,太平轮【1.2】, 2.76 GiB,1920 * 1072, 2h 6mn,3128 Kbps,[太平轮·彼岸].The.Crossing.Part.2.2015.WEB-DL.1080p.x264.AAC-HQC,,[太平轮·彼岸].The.Crossing.Part.2.2015.WEB-DL.1080p.x264.AAC-HQC.mkv
481,太平轮【1.2】, 3.80 GiB,1280 * 720, 2h 8mn,4246 Kbps,太平轮(上).2014.简繁中字￡CMCT犇犇,,[太平轮(上)].The.Crossing.Part.I.2014.BluRay.720p.x264.AC3-CMCT.mkv
482,富贵逼人【1.2.3】, 3.55 GiB,1280 * 720, 1h 33mn,5450 Kbps,GDTV.It's.a.Mad.Mad.Mad.World.I.1987.720p.HDTV.x264-CMCTV,,GDTV.It's.a.Mad.Mad.Mad.World.I.1987.720p.HDTV.x264-CMCTV.mkv
483,富贵逼人【1.2.3】, 3.54 GiB,1280 * 720, 1h 32mn,5451 Kbps,Star-Movie.HD.It's.a.Mad.Mad.Mad.World.2.1988.720p.HDTV.x264-CMCTV,,Star-Movie.HD.It's.a.Mad.Mad.Mad.World.2.1988.720p.HDTV.x264-CMCTV.mkv
484,富贵逼人【1.2.3】, 3.48 GiB,1280 * 720, 1h 31mn,5451 Kbps,Star-Movie.HD.It's.a.Mad.Mad.Mad.World.3.1989.720p.HDTV.x264-CMCTV,,Star-Movie.HD.It's.a.Mad.Mad.Mad.World.3.1989.720p.HDTV.x264-CMCTV.mkv
485,志明与春娇【1.2】, 2.45 GiB,1280 * 720, 1h 42mn,3418 Kbps,志明与春娇.Love.In.A.Puff.2010.BluRay.720p.x264.AC3.2Audios-CMCT,,[志明与春娇].Love.In.A.Puff.2010.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
486,志明与春娇【1.2】, 3.00 GiB,1280 * 720, 1h 51mn,3851 Kbps,春娇与志明.2012.BluRay.720p.x264.2Audio.AC3-CnSCG,,[春娇与志明(国粤)].2012.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3G].mkv
487,战狼【1】, 2.81 GiB,1280 * 720, 1h 30mn,4460 Kbps,战狼.Wolf.Warriors.2015.BluRay.720p.x264.AC3-CMCT,,[战狼].Wolf.Warriors.2015.BluRay.720p.x264.AC3-CMCT.mkv
488,新扎师妹【1.2.3.4】, 1.36 GiB,704 * 480, 1h 42mn,1905 Kbps,新扎师妹【1.2.3.4】,,1.mkv
489,新扎师妹【1.2.3.4】, 1.36 GiB,716 * 480, 1h 39mn,1955 Kbps,新扎师妹【1.2.3.4】,,2.mkv
490,新扎师妹【1.2.3.4】, 1.36 GiB,716 * 480, 1h 38mn,1992 Kbps,新扎师妹【1.2.3.4】,,3.mkv
491,新扎师妹【1.2.3.4】, 2.20 GiB,1280 * 720, 1h 37mn,3218 Kbps,新扎师妹【1.2.3.4】,,新扎师妹4美丽密令.Beauty.On.Duty.2010.BluRay.720p.x264.AC3-CMCT.mkv
492,方世玉【1.2】, 4.87 GiB,1280 * 720, 1h 35mn,7295 Kbps,方世玉.The.Legend.1993.Bluray.720p.AC3.2Audio.x264-CHD,,[方世玉].The.Legend.1993.Bluray.720p.AC3.2Audio.x264-CHD.mkv
493,方世玉【1.2】, 2.40 GiB,1024 * 560, 1h 36mn,3555 Kbps,方世玉續集.Fong.Sai.Yuk.II.1993.R3.HK.DVDRip.X264.2AC3-Jackie,,方世玉續集.Fong.Sai.Yuk.II.1993.R3.HK.DVDRip.X264.2AC3-Jackie.mkv
494,无间道【1.2.3】, 6.56 GiB,1280 * 524, 1h 59mn,7863 Kbps,无间道【1.2.3】,,【无间道2】Infernal.Affairs.II.2003.BluRay.720P.x264.DTS-WiKi.mkv
495,无间道【1.2.3】, 6.56 GiB,1280 * 524, 1h 57mn,7971 Kbps,无间道【1.2.3】,,【无间道3】Infernal.Affairs.III.2003.BluRay.720P.x264.DTS-WiKi.mkv
496,无间道【1.2.3】, 6.56 GiB,1280 * 544, 1h 40mn,9336 Kbps,无间道【1.2.3】,,【无间道】Infernal.Affairs.2002.BluRay.720P.x264.DTS-WiKi.mkv
497,暗战【1.2】, 4.38 GiB,1280 * 720, 1h 32mn,6745 Kbps,暗战.Running.Out.Of.Time.1999.REPACK.720p.BluRay.x264-WiKi,,Running.Out.Of.Time.1999.REPACK.720p.BluRay.x264-WiKi.mkv
498,暗战【1.2】, 4.36 GiB,1280 * 720, 1h 35mn,6538 Kbps,暗战2.Running.Out.Of.Time.2.2001.BluRay.720p.AC3.2Audio.x264-CHD,,Running.Out.Of.Time.2.2001.BluRay.720p.AC3.2Audio.x264-CHD.mkv
499,最佳拍档【1.2.3.4.5】, 2.80 GiB,1280 * 720, 1h 33mn,4281 Kbps,最佳拍档【1.2.3.4.5】,,[最佳拍档1：光头神探(国粤双语)].Aces.Go.Places.1982.HK.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
500,最佳拍档【1.2.3.4.5】, 3.00 GiB,1280 * 720, 1h 41mn,4218 Kbps,最佳拍档【1.2.3.4.5】,,[最佳拍档2：大显神通(国粤双语)].Aces.Go.Places.II.1983.HK.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
501,最佳拍档【1.2.3.4.5】, 3.00 GiB,1280 * 720, 1h 35mn,4488 Kbps,最佳拍档【1.2.3.4.5】,,[最佳拍档3：女皇密令(国粤双语)].Aces.Go.Places.III.1984.HK.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
502,最佳拍档【1.2.3.4.5】, 2.80 GiB,1280 * 720, 1h 28mn,4512 Kbps,最佳拍档【1.2.3.4.5】,,[最佳拍档4：千里救差婆(国粤双语)].Aces.Go.Places.IV.1986.HK.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
503,最佳拍档【1.2.3.4.5】, 3.00 GiB,1280 * 720, 1h 42mn,4192 Kbps,最佳拍档【1.2.3.4.5】,,[最佳拍档5：兵马俑风云(国粤双语)].Aces.Go.Places.V.1989.HK.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
504,最佳损友【1.2】, 3.20 GiB,1280 * 720, 1h 39mn,4629 Kbps,最佳损友.The.Crazy.Companies.1988.BluRay.720p.x264.FLAC.2Audios-CMCT,,[最佳损友].The.Crazy.Companies.1988.BluRay.720p.x264.FLAC.2Audios-CMCT.mkv
505,最佳损友【1.2】, 3.00 GiB,1280 * 720, 1h 38mn,4378 Kbps,最佳损友闯情关.The.Crazy.Companies.2.1988.BluRay.720p.x264.FLAC.2Audios-CMCT,,[最佳损友闯情关].The.Crazy.Companies.2.1988.BluRay.720p.x264.FLAC.2Audios-CMCT.mkv
506,机动部队【1.2.3.4.5.6】, 2.30 GiB,1280 * 720, 1h 27mn,3747 Kbps,机动部队【1.2.3.4.5.6】,,PTU.2003.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
507,机动部队【1.2.3.4.5.6】, 2.40 GiB,1280 * 720, 1h 30mn,3810 Kbps,机动部队【1.2.3.4.5.6】,,Tactical.Unit.Comrades.In.Arms.2009.BluRay.AC3.2Audio.x264-CnSCG.mkv
508,机动部队【1.2.3.4.5.6】, 2.30 GiB,1280 * 720, 1h 27mn,3762 Kbps,机动部队【1.2.3.4.5.6】,,Tactical.Unit.Human.Nature.2008.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
509,机动部队【1.2.3.4.5.6】, 2.40 GiB,1280 * 720, 1h 29mn,3859 Kbps,机动部队【1.2.3.4.5.6】,,Tactical.Unit.No.Way.Out.2008.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
510,机动部队【1.2.3.4.5.6】, 2.40 GiB,1280 * 720, 1h 30mn,3812 Kbps,机动部队【1.2.3.4.5.6】,,Tactical.Unit.Partners.2009.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
511,机动部队【1.2.3.4.5.6】, 2.40 GiB,1280 * 720, 1h 30mn,3803 Kbps,机动部队【1.2.3.4.5.6】,,Tactical.Unit.The.Code.2008.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
512,杀破狼【1.2】, 3.64 GiB,1280 * 720, 1h 59mn,4342 Kbps,SPL.2.A.Time.for.Consequences.2015.BluRay.720p.x264.2Audio.AC3-CnSCG,,SPL.2.A.Time.for.Consequences.2015.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
513,杀破狼【1.2】, 4.37 GiB,1280 * 720, 1h 32mn,6736 Kbps,杀破狼.Saat.Po.Long.2005.x264.720p.2AUDiO.DTS.BDRiP-CHD,,chd-spl-720p-2audio-dts-bdrip.mkv
514,李碧华鬼魅系列【1.2】, 2.50 GiB,1280 * 720, 1h 27mn,4094 Kbps,[奇幻夜]Tales.from.the.Dark.2.2013.BluRay.720p.x264.AC3-CnSCG[粤语中字2.5G],,[奇幻夜]Tales.from.the.Dark.2.2013.BluRay.720p.x264.AC3-CnSCG[粤语中字2.5G].mkv
515,李碧华鬼魅系列【1.2】, 2.32 GiB,1280 * 720, 1h 52mn,2947 Kbps,李碧华鬼魅系列1之迷离夜.Tales from the Dark series.2013,,梦幻天堂·龙网(killman.net).720p.李碧华鬼魅系列1之迷离夜.mkv
516,江湖情【1.2】, 3.20 GiB,1280 * 720, 1h 44mn,4389 Kbps,江湖情【1.2】,,江湖情.Black.Vengeance.1987.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
517,江湖情【1.2】, 3.00 GiB,1280 * 720, 1h 36mn,4433 Kbps,江湖情【1.2】,,英雄好汉.Rich.and.Famous.1987.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
518,洗黑钱【1.2】, 2.46 GiB,1280 * 720, 1h 33mn,3779 Kbps,特警屠龙Tiger.Cage.1988.BluRay.720p.AC3.2Audio.x264-CnSCG,,特警屠龙Tiger.Cage.1988.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
519,澳门风云【1.2】, 3.33 GiB,1280 * 536, 1h 33mn,5105 Kbps,澳门风云.The Man From Macau 2014 720P WEB-DL X264 AC3 2Audio -CHD,,The Man From Macau.2014.720P.WEB-DL.X264.AC3.2Audio.mkv
520,澳门风云【1.2】, 4.79 GiB,1280 * 536, 1h 50mn,6218 Kbps,澳门风云2.From.Vegas.to Macau.II.2015.720p.BluRay.x264-WiKi,,澳门风云2.From.Vegas.to Macau.II.2015.720p.BluRay.x264-WiKi.mkv
521,烈火战场【1.2】, 1.20 GiB,1024 * 560, 1h 48mn,1582 Kbps,烈火战车.1024x560.国粤双语.中文字幕,,[无忧无虑-bbs.bt5156.com].烈火战车.1024x560.国粤双语.中文字幕.mkv
522,烈火战场【1.2】, 1.14 GiB,1024 * 576, 1h 49mn,1491 Kbps,烈火战车2.1024x560.国粤双语.中文字幕,,[无极电影-www.wujidy.com].烈火战车2.1024x560.国粤双语.中文字幕.mkv
523,狄仁杰【1.2】, 3.80 GiB,1280 * 720, 2h 14mn,4063 Kbps,狄仁杰之神都龙王.2013.BluRay.720p.x264.AC3-CnSCG[国语中字3.8G],,[狄仁杰之神都龙王]Young.Detective.Dee.Rise.of.the.Sea.Dragon.2013.BluRay.720p.x264.AC3-CnSCG[国语中字3.8G].mkv
524,狄仁杰【1.2】, 6.50 GiB,1280 * 544, 2h 3mn,7524 Kbps,狄仁杰之通天帝国.Detective.Dee.And.The.Mystery.Of.The.Phantom.Flame.2010.BluRay.720p.DTS.2Audio.x264-CHD,,Detective.Dee.And.The.Mystery.Of.The.Phantom.Flame.2010.BluRay.720p.DTS.2Audio.x264-CHD.mkv
525,画皮【1.2】, 2.38 GiB,1280 * 720, 1h 58mn,2885 Kbps,画皮.2008.国语中字￡CMCT南山石,,[画皮].Painted.Skin.2008.BluRay.720p.x264.AC3-CMCT.mkv
526,画皮【1.2】, 3.59 GiB,1280 * 720, 2h 11mn,3911 Kbps,画皮2.BD版.2012.国语中字￡CMCT玄子,,[画皮2].Painted.Skin.The.Resurrection.2012.BluRay.720p.x264.AC3-CMCT.mkv
527,痞子英雄【1.2】, 2.30 GiB,1280 * 720, 2h 37mn,2093 Kbps,[痞子英雄之全面开战].2012.BluRay.720p.x264.AAC-iSCG[国语中字2.3G],,[痞子英雄之全面开战]Black.White.Episode.1.The.Dawn.of.Assault.2012.BluRay.720p.x264.AAC-iSCG[国语中字2.3G].mp4
528,痞子英雄【1.2】, 2.20 GiB,1280 * 544, 2h 0mn,2603 Kbps,痞子英雄2：黎明再起2014,,Black and White The Dawn of Justice.2014.mp4
529,白发魔女传【1.2】, 1.36 GiB,720 * 288, 1h 28mn,2200 Kbps,白发魔女传1.The.Bride.With.White.Hair.I.1993.DVDrip.x264.AC3.2Audios-CMCT,,[白发魔女传1(国粤双语)].The.Bride.With.White.Hair.I.1993.DVDrip.x264.AC3.2Audios-CMCT.mkv
530,白发魔女传【1.2】, 1.37 GiB,720 * 416, 1h 20mn,2431 Kbps,白发魔女传2.The.Bride.With.White.Hair.II.1993.DVDrip.x264.AC3.2Audios-CMCT,,[白发魔女传2(国粤双语)].The.Bride.With.White.Hair.II.1993.DVDrip.x264.AC3.2Audios-CMCT.mkv
531,皇家师姐【1.2.3.4.5.6.7】, 2.71 GiB,1280 * 720, 1h 33mn,4153 Kbps,皇家师姐.Police.Assassins.1985.BluRay.720p.x264.2Audio.AC3-CnSCG,,Police.Assassins.1985.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
532,皇家师姐【1.2.3.4.5.6.7】, 2.80 GiB,1280 * 720, 1h 36mn,4168 Kbps,皇家师姐2之皇家战士.Royal.Warriors.1987.BluRay.720p.x264.AC3.2Audios-CMCT,,[皇家战士(国粤双语)].Royal.Warriors.1987.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
533,皇家师姐【1.2.3.4.5.6.7】, 1.37 GiB,1280 * 692, 1h 20mn,2425 Kbps,皇家师姐3之雌雄大盗.In.The.Line.Of.Duty.3.Force.Of.The.Dragon.1988.UpScaled.DVDRip.x264.AC3-SILI,,In.The.Line.Of.Duty.3.Force.Of.The.Dragon.1988.UpScaled.DVD.mkv
534,皇家师姐【1.2.3.4.5.6.7】, 2.40 GiB,1280 * 720, 1h 34mn,3625 Kbps,皇家师姐4之直击证人.In.the.Line.of.Duty.Part.4.1989.BluRay.720p.AC3.2Audio.x264-CnSCG,,皇家师姐IV直击证人.In.the.Line.of.Duty.Part.4.1989.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
535,皇家师姐【1.2.3.4.5.6.7】, 1.37 GiB,1280 * 692, 1h 30mn,2169 Kbps,皇家师姐5之中间人.In.The.Line.Of.Duty.5.Middle.Man.1990.UpScaled.DVDRip.x264.AC3-SILI,,In.The.Line.Of.Duty.5.Middle.Man.1990.UpScaled.DVDRip.x264.AC3-SILI.mkv
536,皇家师姐【1.2.3.4.5.6.7】, 1.37 GiB,880 * 480, 1h 27mn,2234 Kbps,皇家师姐6之地下兵工厂.Forbidden.Arsenal.In.The.Line.Of.Duty.6.1991.DVDRip.x264.2Audio.AC3.INT-NowOur,,NowOur-faitlod6.mkv
537,皇家师姐【1.2.3.4.5.6.7】, 700 MiB,704 * 384, 1h 26mn,1128 Kbps,皇家师姐7之海狼 .In.The.Line.Of.Duty.7.Sea.Wolves.1991.DVD.X264.2Audio.AAC.iNT-NORM,,In.The.Line.Of.Duty.7.Sea.Wolves.1991.DVD.X264.2Audio.AAC.iNT-NORM.mkv
538,监狱风云【1.2】, 5.45 GiB,1280 * 716, 1h 41mn,7673 Kbps,监狱风云【1.2】,,监狱风云.Prison.on.Fire.1987.720p.BluRay.x264-WiKi.mkv
539,监狱风云【1.2】, 6.00 GiB,1280 * 714, 1h 53mn,7572 Kbps,监狱风云【1.2】,,监狱风云2：逃犯.Prison.on.Fire.II.1991.720p.BluRay.x264-WiKi.mkv
540,省港旗兵【1.2.3.4】, 2.80 GiB,1280 * 672, 1h 45mn,3793 Kbps,省港旗兵.Long.Arm.of.the.Law.1984.BluRay.720p.x264.AC3.2Audios-CMCT,,[省港旗兵(国粤双语)].Long.Arm.of.the.Law.1984.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
